"Characters","Vehicle","Tires","Glider","ID","Speed","Speed_Water","Speed_Air","Speed_Ground","Acceleration","Weight","Handling","Handling_Water","Handling_Air","Handling_Ground","Traction","Mini_Turbo"
"Light-B","Pipe Frame","Group-D","Speed","Light-B-Pipe Frame-Group-D-Speed",1.75,2.75,3.0,1.75,4.5,2.0,5.0,5.0,5.0,5.0,4.25,4.75
"Medium-A","Pipe Frame","Group-D","Acceleration","Medium-A-Pipe Frame-Group-D-Acceleration",2.25,3.25,3.25,2.25,4.5,2.25,4.5,4.5,4.75,4.5,4.0,4.75
"Medium-A","Pipe Frame","Group-D","Speed","Medium-A-Pipe Frame-Group-D-Speed",2.25,3.25,3.5,2.25,4.25,2.5,4.5,4.5,4.5,4.5,4.0,4.5
"Medium-B","Pipe Frame","Group-D","Acceleration","Medium-B-Pipe Frame-Group-D-Acceleration",2.75,3.7699999999999996,3.78,2.78,4.25,2.75,4.0,4.0,4.25,4.0,3.75,4.75
"Medium-B","Pipe Frame","Group-D","Speed","Medium-B-Pipe Frame-Group-D-Speed",2.75,3.7699999999999996,4.03,2.78,4.0,3.0,4.0,4.0,4.0,4.0,3.75,4.5
"Heavy-A","Pipe Frame","Group-D","Acceleration","Heavy-A-Pipe Frame-Group-D-Acceleration",3.25,4.25,4.25,3.25,4.0,3.25,5.0,3.5,3.75,3.5,3.5,4.5
"Heavy-A","Pipe Frame","Group-D","Speed","Heavy-A-Pipe Frame-Group-D-Speed",3.25,4.25,4.5,3.25,3.75,3.5,5.0,3.5,3.5,3.5,3.5,4.25
"Heavy-B","Pipe Frame","Group-D","Acceleration","Heavy-B-Pipe Frame-Group-D-Acceleration",3.25,4.25,4.25,3.25,3.75,3.75,5.5,3.5,3.75,3.5,3.25,4.0
"Heavy-B","Pipe Frame","Group-D","Speed","Heavy-B-Pipe Frame-Group-D-Speed",3.25,4.25,4.5,3.25,3.5,4.0,5.5,3.5,3.5,3.5,3.25,3.75
"Heavy-C","Pipe Frame","Group-D","Acceleration","Heavy-C-Pipe Frame-Group-D-Acceleration",3.75,4.75,4.75,3.75,3.75,3.75,5.5,3.0,3.25,3.0,3.25,4.0
"Heavy-C","Pipe Frame","Group-D","Speed","Heavy-C-Pipe Frame-Group-D-Speed",3.75,4.75,5.0,3.75,3.5,4.0,5.5,3.0,3.0,3.0,3.25,3.75
"Light-A","Pipe Frame","Group-A","Acceleration","Light-A-Pipe Frame-Group-A-Acceleration",2.25,1.25,2.25,2.25,3.75,2.0,5.25,5.25,5.5,5.25,3.75,4.0
"Light-A","Pipe Frame","Group-A","Speed","Light-A-Pipe Frame-Group-A-Speed",2.25,1.25,2.5,2.25,3.5,2.25,5.25,5.25,5.25,5.25,3.75,3.75
"Light-B","Pipe Frame","Group-A","Acceleration","Light-B-Pipe Frame-Group-A-Acceleration",2.75,1.75,2.75,2.75,3.5,2.5,4.75,4.75,5.0,4.75,3.5,3.75
"Light-B","Pipe Frame","Group-A","Speed","Light-B-Pipe Frame-Group-A-Speed",2.75,1.75,3.0,2.75,3.25,2.75,4.75,4.75,4.75,4.75,3.5,3.5
"Medium-A","Pipe Frame","Group-A","Acceleration","Medium-A-Pipe Frame-Group-A-Acceleration",3.25,2.25,3.25,3.25,3.25,3.0,4.25,4.25,4.5,4.25,3.25,3.5
"Medium-A","Pipe Frame","Group-A","Speed","Medium-A-Pipe Frame-Group-A-Speed",3.25,2.25,3.5,3.25,3.0,3.25,4.25,4.25,4.25,4.25,3.25,3.25
"Medium-B","Pipe Frame","Group-A","Acceleration","Medium-B-Pipe Frame-Group-A-Acceleration",3.75,2.77,3.78,3.78,3.0,3.5,3.75,3.75,4.0,3.75,3.0,3.5
"Medium-B","Pipe Frame","Group-A","Speed","Medium-B-Pipe Frame-Group-A-Speed",3.75,2.77,4.03,3.78,2.75,3.75,3.75,3.75,3.75,3.75,3.0,3.25
"Heavy-A","Pipe Frame","Group-A","Acceleration","Heavy-A-Pipe Frame-Group-A-Acceleration",4.25,3.25,4.25,4.25,2.75,4.0,4.75,3.25,3.5,3.25,2.75,3.25
"Heavy-A","Pipe Frame","Group-A","Speed","Heavy-A-Pipe Frame-Group-A-Speed",4.25,3.25,4.5,4.25,2.5,4.25,4.75,3.25,3.25,3.25,2.75,3.0
"Heavy-B","Pipe Frame","Group-A","Acceleration","Heavy-B-Pipe Frame-Group-A-Acceleration",4.25,3.25,4.25,4.25,2.5,4.5,5.25,3.25,3.5,3.25,2.5,2.75
"Heavy-B","Pipe Frame","Group-A","Speed","Heavy-B-Pipe Frame-Group-A-Speed",4.25,3.25,4.5,4.25,2.25,4.75,5.25,3.25,3.25,3.25,2.5,2.5
"Heavy-C","Pipe Frame","Group-A","Acceleration","Heavy-C-Pipe Frame-Group-A-Acceleration",4.75,3.75,4.75,4.75,2.5,4.5,5.25,2.75,3.0,2.75,2.5,2.75
"Heavy-C","Pipe Frame","Group-A","Speed","Heavy-C-Pipe Frame-Group-A-Speed",4.75,3.75,5.0,4.75,2.25,4.75,5.25,2.75,2.75,2.75,2.5,2.5
"Light-A","Pipe Frame","Group-G","Acceleration","Light-A-Pipe Frame-Group-G-Acceleration",1.75,1.75,1.75,1.25,4.0,1.25,4.5,4.5,4.75,4.5,5.5,3.75
"Light-A","Pipe Frame","Group-G","Speed","Light-A-Pipe Frame-Group-G-Speed",1.75,1.75,2.0,1.25,3.75,1.5,4.5,4.5,4.5,4.5,5.5,3.5
"Light-B","Pipe Frame","Group-G","Acceleration","Light-B-Pipe Frame-Group-G-Acceleration",2.25,2.25,2.25,1.75,3.75,1.75,4.0,4.0,4.25,4.0,5.25,3.5
"Light-B","Pipe Frame","Group-G","Speed","Light-B-Pipe Frame-Group-G-Speed",2.25,2.25,2.5,1.75,3.5,2.0,4.0,4.0,4.0,4.0,5.25,3.25
"Medium-A","Pipe Frame","Group-G","Acceleration","Medium-A-Pipe Frame-Group-G-Acceleration",2.75,2.75,2.75,2.25,3.5,2.25,3.5,3.5,3.75,3.5,5.0,3.25
"Medium-A","Pipe Frame","Group-G","Speed","Medium-A-Pipe Frame-Group-G-Speed",2.75,2.75,3.0,2.25,3.25,2.5,3.5,3.5,3.5,3.5,5.0,3.0
"Medium-B","Pipe Frame","Group-G","Acceleration","Medium-B-Pipe Frame-Group-G-Acceleration",3.25,3.27,3.28,2.78,3.25,2.75,3.0,3.0,3.25,3.0,4.75,3.25
"Medium-B","Pipe Frame","Group-G","Speed","Medium-B-Pipe Frame-Group-G-Speed",3.25,3.27,3.53,2.78,3.0,3.0,3.0,3.0,3.0,3.0,4.75,3.0
"Heavy-A","Pipe Frame","Group-G","Acceleration","Heavy-A-Pipe Frame-Group-G-Acceleration",3.75,3.75,3.75,3.25,3.0,3.25,4.0,2.5,2.75,2.5,4.5,3.0
"Heavy-A","Pipe Frame","Group-G","Speed","Heavy-A-Pipe Frame-Group-G-Speed",3.75,3.75,4.0,3.25,2.75,3.5,4.0,2.5,2.5,2.5,4.5,2.75
"Heavy-B","Pipe Frame","Group-G","Acceleration","Heavy-B-Pipe Frame-Group-G-Acceleration",3.75,3.75,3.75,3.25,2.75,3.75,4.5,2.5,2.75,2.5,4.25,2.5
"Heavy-B","Pipe Frame","Group-G","Speed","Heavy-B-Pipe Frame-Group-G-Speed",3.75,3.75,4.0,3.25,2.5,4.0,4.5,2.5,2.5,2.5,4.25,2.25
"Heavy-C","Pipe Frame","Group-G","Acceleration","Heavy-C-Pipe Frame-Group-G-Acceleration",4.25,4.25,4.25,3.75,2.75,3.75,4.5,2.0,2.25,2.0,4.25,2.5
"Heavy-C","Pipe Frame","Group-G","Speed","Heavy-C-Pipe Frame-Group-G-Speed",4.25,4.25,4.5,3.75,2.5,4.0,4.5,2.0,2.0,2.0,4.25,2.25
"Light-A","Pipe Frame","Group-E","Acceleration","Light-A-Pipe Frame-Group-E-Acceleration",1.75,2.25,1.75,1.75,4.0,1.75,5.25,5.25,5.5,5.25,4.75,3.75
"Light-A","Pipe Frame","Group-E","Speed","Light-A-Pipe Frame-Group-E-Speed",1.75,2.25,2.0,1.75,3.75,2.0,5.25,5.25,5.25,5.25,4.75,3.5
"Light-B","Pipe Frame","Group-E","Acceleration","Light-B-Pipe Frame-Group-E-Acceleration",2.25,2.75,2.25,2.25,3.75,2.25,4.75,4.75,5.0,4.75,4.5,3.5
"Light-B","Pipe Frame","Group-E","Speed","Light-B-Pipe Frame-Group-E-Speed",2.25,2.75,2.5,2.25,3.5,2.5,4.75,4.75,4.75,4.75,4.5,3.25
"Medium-A","Pipe Frame","Group-E","Acceleration","Medium-A-Pipe Frame-Group-E-Acceleration",2.75,3.25,2.75,2.75,3.5,2.75,4.25,4.25,4.5,4.25,4.25,3.25
"Medium-A","Pipe Frame","Group-E","Speed","Medium-A-Pipe Frame-Group-E-Speed",2.75,3.25,3.0,2.75,3.25,3.0,4.25,4.25,4.25,4.25,4.25,3.0
"Medium-B","Pipe Frame","Group-E","Acceleration","Medium-B-Pipe Frame-Group-E-Acceleration",3.25,3.7699999999999996,3.28,3.28,3.25,3.25,3.75,3.75,4.0,3.75,4.0,3.25
"Medium-B","Pipe Frame","Group-E","Speed","Medium-B-Pipe Frame-Group-E-Speed",3.25,3.7699999999999996,3.53,3.28,3.0,3.5,3.75,3.75,3.75,3.75,4.0,3.0
"Heavy-A","Pipe Frame","Group-E","Acceleration","Heavy-A-Pipe Frame-Group-E-Acceleration",3.75,4.25,3.75,3.75,3.0,3.75,4.75,3.25,3.5,3.25,3.75,3.0
"Heavy-A","Pipe Frame","Group-E","Speed","Heavy-A-Pipe Frame-Group-E-Speed",3.75,4.25,4.0,3.75,2.75,4.0,4.75,3.25,3.25,3.25,3.75,2.75
"Heavy-B","Pipe Frame","Group-E","Acceleration","Heavy-B-Pipe Frame-Group-E-Acceleration",3.75,4.25,3.75,3.75,2.75,4.25,5.25,3.25,3.5,3.25,3.5,2.5
"Heavy-B","Pipe Frame","Group-E","Speed","Heavy-B-Pipe Frame-Group-E-Speed",3.75,4.25,4.0,3.75,2.5,4.5,5.25,3.25,3.25,3.25,3.5,2.25
"Heavy-C","Pipe Frame","Group-E","Acceleration","Heavy-C-Pipe Frame-Group-E-Acceleration",4.25,4.75,4.25,4.25,2.75,4.25,5.25,2.75,3.0,2.75,3.5,2.5
"Heavy-C","Pipe Frame","Group-E","Speed","Heavy-C-Pipe Frame-Group-E-Speed",4.25,4.75,4.5,4.25,2.5,4.5,5.25,2.75,2.75,2.75,3.5,2.25
"Light-A","Mach 8","Group-F","Acceleration","Light-A-Mach 8-Group-F-Acceleration",2.05,1.75,2.5,2.0,3.5,2.0,4.25,4.0,4.75,4.25,5.25,4.0
"Light-A","Mach 8","Group-F","Speed","Light-A-Mach 8-Group-F-Speed",2.05,1.75,2.75,2.0,3.25,2.25,4.25,4.0,4.5,4.25,5.25,3.75
"Light-B","Mach 8","Group-F","Acceleration","Light-B-Mach 8-Group-F-Acceleration",2.55,2.25,3.0,2.5,3.25,2.5,3.75,3.5,4.25,3.75,5.0,3.75
"Light-B","Mach 8","Group-F","Speed","Light-B-Mach 8-Group-F-Speed",2.55,2.25,3.25,2.5,3.0,2.75,3.75,3.5,4.0,3.75,5.0,3.5
"Medium-A","Mach 8","Group-F","Acceleration","Medium-A-Mach 8-Group-F-Acceleration",3.05,2.75,3.5,3.0,3.0,3.0,3.25,3.0,3.75,3.25,4.75,3.5
"Medium-A","Mach 8","Group-F","Speed","Medium-A-Mach 8-Group-F-Speed",3.05,2.75,3.75,3.0,2.75,3.25,3.25,3.0,3.5,3.25,4.75,3.25
"Medium-B","Mach 8","Group-F","Acceleration","Medium-B-Mach 8-Group-F-Acceleration",3.55,3.27,4.03,3.53,2.75,3.5,2.75,2.5,3.25,2.75,4.5,3.5
"Medium-B","Mach 8","Group-F","Speed","Medium-B-Mach 8-Group-F-Speed",3.55,3.27,4.28,3.53,2.5,3.75,2.75,2.5,3.0,2.75,4.5,3.25
"Heavy-A","Mach 8","Group-F","Acceleration","Heavy-A-Mach 8-Group-F-Acceleration",4.05,3.75,4.5,4.0,2.5,4.0,3.75,2.0,2.75,2.25,4.25,3.25
"Heavy-A","Mach 8","Group-F","Speed","Heavy-A-Mach 8-Group-F-Speed",4.05,3.75,4.75,4.0,2.25,4.25,3.75,2.0,2.5,2.25,4.25,3.0
"Heavy-B","Mach 8","Group-F","Acceleration","Heavy-B-Mach 8-Group-F-Acceleration",4.05,3.75,4.5,4.0,2.25,4.5,4.25,2.0,2.75,2.25,4.0,2.75
"Heavy-B","Mach 8","Group-F","Speed","Heavy-B-Mach 8-Group-F-Speed",4.05,3.75,4.75,4.0,2.0,4.75,4.25,2.0,2.5,2.25,4.0,2.5
"Heavy-C","Mach 8","Group-F","Acceleration","Heavy-C-Mach 8-Group-F-Acceleration",4.55,4.25,5.0,4.5,2.25,4.5,4.25,1.5,2.25,1.75,4.0,2.75
"Heavy-C","Mach 8","Group-F","Speed","Heavy-C-Mach 8-Group-F-Speed",4.55,4.25,5.25,4.5,2.0,4.75,4.25,1.5,2.0,1.75,4.0,2.5
"Light-A","Mach 8","Group-C","Acceleration","Light-A-Mach 8-Group-C-Acceleration",2.5,2.5,2.5,2.5,3.5,1.75,4.5,4.5,4.75,4.5,4.25,3.25
"Light-A","Mach 8","Group-C","Speed","Light-A-Mach 8-Group-C-Speed",2.5,2.5,2.75,2.5,3.25,2.0,4.5,4.5,4.5,4.5,4.25,3.0
"Light-B","Mach 8","Group-C","Acceleration","Light-B-Mach 8-Group-C-Acceleration",3.0,3.0,3.0,3.0,3.25,2.25,4.0,4.0,4.25,4.0,4.0,3.0
"Light-B","Mach 8","Group-C","Speed","Light-B-Mach 8-Group-C-Speed",3.0,3.0,3.25,3.0,3.0,2.5,4.0,4.0,4.0,4.0,4.0,2.75
"Medium-A","Mach 8","Group-C","Acceleration","Medium-A-Mach 8-Group-C-Acceleration",3.5,3.5,3.5,3.5,3.0,2.75,3.5,3.5,3.75,3.5,3.75,2.75
"Medium-A","Mach 8","Group-C","Speed","Medium-A-Mach 8-Group-C-Speed",3.5,3.5,3.75,3.5,2.75,3.0,3.5,3.5,3.5,3.5,3.75,2.5
"Medium-B","Mach 8","Group-C","Acceleration","Medium-B-Mach 8-Group-C-Acceleration",4.0,4.02,4.03,4.03,2.75,3.25,3.0,3.0,3.25,3.0,3.5,2.75
"Medium-B","Mach 8","Group-C","Speed","Medium-B-Mach 8-Group-C-Speed",4.0,4.02,4.28,4.03,2.5,3.5,3.0,3.0,3.0,3.0,3.5,2.5
"Heavy-A","Mach 8","Group-C","Acceleration","Heavy-A-Mach 8-Group-C-Acceleration",4.5,4.5,4.5,4.5,2.5,3.75,4.0,2.5,2.75,2.5,3.25,2.5
"Heavy-A","Mach 8","Group-C","Speed","Heavy-A-Mach 8-Group-C-Speed",4.5,4.5,4.75,4.5,2.25,4.0,4.0,2.5,2.5,2.5,3.25,2.25
"Heavy-B","Mach 8","Group-C","Acceleration","Heavy-B-Mach 8-Group-C-Acceleration",4.5,4.5,4.5,4.5,2.25,4.25,4.5,2.5,2.75,2.5,3.0,2.0
"Heavy-B","Mach 8","Group-C","Speed","Heavy-B-Mach 8-Group-C-Speed",4.5,4.5,4.75,4.5,2.0,4.5,4.5,2.5,2.5,2.5,3.0,1.75
"Heavy-C","Mach 8","Group-C","Acceleration","Heavy-C-Mach 8-Group-C-Acceleration",5.0,5.0,5.0,5.0,2.25,4.25,4.5,2.0,2.25,2.0,3.0,2.0
"Heavy-C","Mach 8","Group-C","Speed","Heavy-C-Mach 8-Group-C-Speed",5.0,5.0,5.25,5.0,2.0,4.5,4.5,2.0,2.0,2.0,3.0,1.75
"Light-A","Mach 8","Group-B","Acceleration","Light-A-Mach 8-Group-B-Acceleration",2.5,2.5,2.5,2.5,3.5,2.25,4.75,4.75,5.0,4.75,4.25,3.25
"Light-A","Mach 8","Group-B","Speed","Light-A-Mach 8-Group-B-Speed",2.5,2.5,2.75,2.5,3.25,2.5,4.75,4.75,4.75,4.75,4.25,3.0
"Light-B","Mach 8","Group-B","Acceleration","Light-B-Mach 8-Group-B-Acceleration",3.0,3.0,3.0,3.0,3.25,2.75,4.25,4.25,4.5,4.25,4.0,3.0
"Light-B","Mach 8","Group-B","Speed","Light-B-Mach 8-Group-B-Speed",3.0,3.0,3.25,3.0,3.0,3.0,4.25,4.25,4.25,4.25,4.0,2.75
"Medium-A","Mach 8","Group-B","Acceleration","Medium-A-Mach 8-Group-B-Acceleration",3.5,3.5,3.5,3.5,3.0,3.25,3.75,3.75,4.0,3.75,3.75,2.75
"Medium-A","Mach 8","Group-B","Speed","Medium-A-Mach 8-Group-B-Speed",3.5,3.5,3.75,3.5,2.75,3.5,3.75,3.75,3.75,3.75,3.75,2.5
"Medium-B","Mach 8","Group-B","Acceleration","Medium-B-Mach 8-Group-B-Acceleration",4.0,4.02,4.03,4.03,2.75,3.75,3.25,3.25,3.5,3.25,3.5,2.75
"Medium-B","Mach 8","Group-B","Speed","Medium-B-Mach 8-Group-B-Speed",4.0,4.02,4.28,4.03,2.5,4.0,3.25,3.25,3.25,3.25,3.5,2.5
"Heavy-A","Mach 8","Group-B","Acceleration","Heavy-A-Mach 8-Group-B-Acceleration",4.5,4.5,4.5,4.5,2.5,4.25,4.25,2.75,3.0,2.75,3.25,2.5
"Heavy-A","Mach 8","Group-B","Speed","Heavy-A-Mach 8-Group-B-Speed",4.5,4.5,4.75,4.5,2.25,4.5,4.25,2.75,2.75,2.75,3.25,2.25
"Heavy-B","Mach 8","Group-B","Acceleration","Heavy-B-Mach 8-Group-B-Acceleration",4.5,4.5,4.5,4.5,2.25,4.75,4.75,2.75,3.0,2.75,3.0,2.0
"Heavy-B","Mach 8","Group-B","Speed","Heavy-B-Mach 8-Group-B-Speed",4.5,4.5,4.75,4.5,2.0,5.0,4.75,2.75,2.75,2.75,3.0,1.75
"Heavy-C","Mach 8","Group-B","Acceleration","Heavy-C-Mach 8-Group-B-Acceleration",5.0,5.0,5.0,5.0,2.25,4.75,4.75,2.25,2.5,2.25,3.0,2.0
"Heavy-C","Mach 8","Group-B","Speed","Heavy-C-Mach 8-Group-B-Speed",5.0,5.0,5.25,5.0,2.0,5.0,4.75,2.25,2.25,2.25,3.0,1.75
"Light-A","Mach 8","Group-D","Acceleration","Light-A-Mach 8-Group-D-Acceleration",1.75,2.75,2.75,1.75,4.25,1.75,4.75,4.75,5.0,4.75,4.5,4.75
"Light-A","Mach 8","Group-D","Speed","Light-A-Mach 8-Group-D-Speed",1.75,2.75,3.0,1.75,4.0,2.0,4.75,4.75,4.75,4.75,4.5,4.5
"Light-B","Mach 8","Group-D","Acceleration","Light-B-Mach 8-Group-D-Acceleration",2.25,3.25,3.25,2.25,4.0,2.25,4.25,4.25,4.5,4.25,4.25,4.5
"Light-B","Mach 8","Group-D","Speed","Light-B-Mach 8-Group-D-Speed",2.25,3.25,3.5,2.25,3.75,2.5,4.25,4.25,4.25,4.25,4.25,4.25
"Medium-A","Mach 8","Group-D","Acceleration","Medium-A-Mach 8-Group-D-Acceleration",2.75,3.75,3.75,2.75,3.75,2.75,3.75,3.75,4.0,3.75,4.0,4.25
"Medium-A","Mach 8","Group-D","Speed","Medium-A-Mach 8-Group-D-Speed",2.75,3.75,4.0,2.75,3.5,3.0,3.75,3.75,3.75,3.75,4.0,4.0
"Medium-B","Mach 8","Group-D","Acceleration","Medium-B-Mach 8-Group-D-Acceleration",3.25,4.27,4.28,3.28,3.5,3.25,3.25,3.25,3.5,3.25,3.75,4.25
"Medium-B","Mach 8","Group-D","Speed","Medium-B-Mach 8-Group-D-Speed",3.25,4.27,4.53,3.28,3.25,3.5,3.25,3.25,3.25,3.25,3.75,4.0
"Heavy-A","Mach 8","Group-D","Acceleration","Heavy-A-Mach 8-Group-D-Acceleration",3.75,4.75,4.75,3.75,3.25,3.75,4.25,2.75,3.0,2.75,3.5,4.0
"Heavy-A","Mach 8","Group-D","Speed","Heavy-A-Mach 8-Group-D-Speed",3.75,4.75,5.0,3.75,3.0,4.0,4.25,2.75,2.75,2.75,3.5,3.75
"Heavy-B","Mach 8","Group-D","Acceleration","Heavy-B-Mach 8-Group-D-Acceleration",3.75,4.75,4.75,3.75,3.0,4.25,4.75,2.75,3.0,2.75,3.25,3.5
"Heavy-B","Mach 8","Group-D","Speed","Heavy-B-Mach 8-Group-D-Speed",3.75,4.75,5.0,3.75,2.75,4.5,4.75,2.75,2.75,2.75,3.25,3.25
"Heavy-C","Mach 8","Group-D","Acceleration","Heavy-C-Mach 8-Group-D-Acceleration",4.25,5.25,5.25,4.25,3.0,4.25,4.75,2.25,2.5,2.25,3.25,3.5
"Heavy-C","Mach 8","Group-D","Speed","Heavy-C-Mach 8-Group-D-Speed",4.25,5.25,5.5,4.25,2.75,4.5,4.75,2.25,2.25,2.25,3.25,3.25
"Light-A","Mach 8","Group-A","Acceleration","Light-A-Mach 8-Group-A-Acceleration",2.75,1.75,2.75,2.75,3.0,2.5,4.5,4.5,4.75,4.5,3.75,3.5
"Light-A","Mach 8","Group-A","Speed","Light-A-Mach 8-Group-A-Speed",2.75,1.75,3.0,2.75,2.75,2.75,4.5,4.5,4.5,4.5,3.75,3.25
"Light-B","Mach 8","Group-A","Acceleration","Light-B-Mach 8-Group-A-Acceleration",3.25,2.25,3.25,3.25,2.75,3.0,4.0,4.0,4.25,4.0,3.5,3.25
"Light-B","Mach 8","Group-A","Speed","Light-B-Mach 8-Group-A-Speed",3.25,2.25,3.5,3.25,2.5,3.25,4.0,4.0,4.0,4.0,3.5,3.0
"Medium-A","Mach 8","Group-A","Acceleration","Medium-A-Mach 8-Group-A-Acceleration",3.75,2.75,3.75,3.75,2.5,3.5,3.5,3.5,3.75,3.5,3.25,3.0
"Medium-A","Mach 8","Group-A","Speed","Medium-A-Mach 8-Group-A-Speed",3.75,2.75,4.0,3.75,2.25,3.75,3.5,3.5,3.5,3.5,3.25,2.75
"Medium-B","Mach 8","Group-A","Acceleration","Medium-B-Mach 8-Group-A-Acceleration",4.25,3.27,4.28,4.28,2.25,4.0,3.0,3.0,3.25,3.0,3.0,3.0
"Medium-B","Mach 8","Group-A","Speed","Medium-B-Mach 8-Group-A-Speed",4.25,3.27,4.53,4.28,2.0,4.25,3.0,3.0,3.0,3.0,3.0,2.75
"Heavy-A","Mach 8","Group-A","Acceleration","Heavy-A-Mach 8-Group-A-Acceleration",4.75,3.75,4.75,4.75,2.0,4.5,4.0,2.5,2.75,2.5,2.75,2.75
"Heavy-A","Mach 8","Group-A","Speed","Heavy-A-Mach 8-Group-A-Speed",4.75,3.75,5.0,4.75,1.75,4.75,4.0,2.5,2.5,2.5,2.75,2.5
"Heavy-B","Mach 8","Group-A","Acceleration","Heavy-B-Mach 8-Group-A-Acceleration",4.75,3.75,4.75,4.75,1.75,5.0,4.5,2.5,2.75,2.5,2.5,2.25
"Heavy-B","Mach 8","Group-A","Speed","Heavy-B-Mach 8-Group-A-Speed",4.75,3.75,5.0,4.75,1.5,5.25,4.5,2.5,2.5,2.5,2.5,2.0
"Heavy-C","Mach 8","Group-A","Acceleration","Heavy-C-Mach 8-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.75,5.0,4.5,2.0,2.25,2.0,2.5,2.25
"Heavy-C","Mach 8","Group-A","Speed","Heavy-C-Mach 8-Group-A-Speed",5.25,4.25,5.5,5.25,1.5,5.25,4.5,2.0,2.0,2.0,2.5,2.0
"Light-A","Mach 8","Group-G","Acceleration","Light-A-Mach 8-Group-G-Acceleration",2.25,2.25,2.25,1.75,3.25,1.75,3.75,3.75,4.0,3.75,5.5,3.25
"Light-A","Mach 8","Group-G","Speed","Light-A-Mach 8-Group-G-Speed",2.25,2.25,2.5,1.75,3.0,2.0,3.75,3.75,3.75,3.75,5.5,3.0
"Light-B","Mach 8","Group-G","Acceleration","Light-B-Mach 8-Group-G-Acceleration",2.75,2.75,2.75,2.25,3.0,2.25,3.25,3.25,3.5,3.25,5.25,3.0
"Light-B","Mach 8","Group-G","Speed","Light-B-Mach 8-Group-G-Speed",2.75,2.75,3.0,2.25,2.75,2.5,3.25,3.25,3.25,3.25,5.25,2.75
"Medium-A","Mach 8","Group-G","Acceleration","Medium-A-Mach 8-Group-G-Acceleration",3.25,3.25,3.25,2.75,2.75,2.75,2.75,2.75,3.0,2.75,5.0,2.75
"Medium-A","Mach 8","Group-G","Speed","Medium-A-Mach 8-Group-G-Speed",3.25,3.25,3.5,2.75,2.5,3.0,2.75,2.75,2.75,2.75,5.0,2.5
"Medium-B","Mach 8","Group-G","Acceleration","Medium-B-Mach 8-Group-G-Acceleration",3.75,3.77,3.78,3.28,2.5,3.25,2.25,2.25,2.5,2.25,4.75,2.75
"Medium-B","Mach 8","Group-G","Speed","Medium-B-Mach 8-Group-G-Speed",3.75,3.77,4.03,3.28,2.25,3.5,2.25,2.25,2.25,2.25,4.75,2.5
"Heavy-A","Mach 8","Group-G","Acceleration","Heavy-A-Mach 8-Group-G-Acceleration",4.25,4.25,4.25,3.75,2.25,3.75,3.25,1.75,2.0,1.75,4.5,2.5
"Heavy-A","Mach 8","Group-G","Speed","Heavy-A-Mach 8-Group-G-Speed",4.25,4.25,4.5,3.75,2.0,4.0,3.25,1.75,1.75,1.75,4.5,2.25
"Heavy-B","Mach 8","Group-G","Acceleration","Heavy-B-Mach 8-Group-G-Acceleration",4.25,4.25,4.25,3.75,2.0,4.25,3.75,1.75,2.0,1.75,4.25,2.0
"Heavy-B","Mach 8","Group-G","Speed","Heavy-B-Mach 8-Group-G-Speed",4.25,4.25,4.5,3.75,1.75,4.5,3.75,1.75,1.75,1.75,4.25,1.75
"Heavy-C","Mach 8","Group-G","Acceleration","Heavy-C-Mach 8-Group-G-Acceleration",4.75,4.75,4.75,4.25,2.0,4.25,3.75,1.25,1.5,1.25,4.25,2.0
"Heavy-C","Mach 8","Group-G","Speed","Heavy-C-Mach 8-Group-G-Speed",4.75,4.75,5.0,4.25,1.75,4.5,3.75,1.25,1.25,1.25,4.25,1.75
"Light-A","Mach 8","Group-E","Acceleration","Light-A-Mach 8-Group-E-Acceleration",2.25,2.75,2.25,2.25,3.25,2.25,4.5,4.5,4.75,4.5,4.75,3.25
"Light-A","Mach 8","Group-E","Speed","Light-A-Mach 8-Group-E-Speed",2.25,2.75,2.5,2.25,3.0,2.5,4.5,4.5,4.5,4.5,4.75,3.0
"Light-B","Mach 8","Group-E","Acceleration","Light-B-Mach 8-Group-E-Acceleration",2.75,3.25,2.75,2.75,3.0,2.75,4.0,4.0,4.25,4.0,4.5,3.0
"Light-B","Mach 8","Group-E","Speed","Light-B-Mach 8-Group-E-Speed",2.75,3.25,3.0,2.75,2.75,3.0,4.0,4.0,4.0,4.0,4.5,2.75
"Medium-A","Mach 8","Group-E","Acceleration","Medium-A-Mach 8-Group-E-Acceleration",3.25,3.75,3.25,3.25,2.75,3.25,3.5,3.5,3.75,3.5,4.25,2.75
"Medium-A","Mach 8","Group-E","Speed","Medium-A-Mach 8-Group-E-Speed",3.25,3.75,3.5,3.25,2.5,3.5,3.5,3.5,3.5,3.5,4.25,2.5
"Medium-B","Mach 8","Group-E","Acceleration","Medium-B-Mach 8-Group-E-Acceleration",3.75,4.27,3.78,3.78,2.5,3.75,3.0,3.0,3.25,3.0,4.0,2.75
"Medium-B","Mach 8","Group-E","Speed","Medium-B-Mach 8-Group-E-Speed",3.75,4.27,4.03,3.78,2.25,4.0,3.0,3.0,3.0,3.0,4.0,2.5
"Heavy-A","Mach 8","Group-E","Acceleration","Heavy-A-Mach 8-Group-E-Acceleration",4.25,4.75,4.25,4.25,2.25,4.25,4.0,2.5,2.75,2.5,3.75,2.5
